image_id,dice
cju0qkwl35piu0993l0dewei2,0.9685809382351984
cju0qoxqj9q6s0835b43399p4,0.9679704564854668
cju0qx73cjw570799j4n5cjze,0.967733274521273
cju0roawvklrq0799vmjorwfv,0.9615585558335854
cju0rx1idathl0835detmsp84,0.9503058744657672
cju0s2a9ekvms080138tjjpxr,0.9815962086369714
cju0s690hkp960855tjuaqvv0,0.9488467874794069
cju0sr5ghl0nd08789uzf1raf,0.9656932977173385
cju0sxqiclckk08551ycbwhno,0.9541970461768555
cju0t4oil7vzk099370nun5h9,0.9725818633606993
cju0tl3uz8blh0993wxvn7ly3,0.8810572687224669
cju0u2g7pmnux0801vkk47ivj,0.9815168494988556
cju0u82z3cuma0835wlxrnrjv,0.9692413092524126
cju0ue769mxii08019zqgdbxn,0.9568580779529902
cju0vtox5ain6099360pu62rp,0.9309791332263242
cju13cgqmnhwn0988yrainhcp,0.9755374524404192
cju13fwthn9mq0835gacxgy01,0.9684647302904564
cju13hp5rnbjx0835bf0jowgx,0.9692733858938845
cju14g8o4xui30878gkgbrvqj,0.942741935483871
cju14hjh2ob2o0835ouz3r5aa,0.9598205180501733
cju14pxbaoksp0835qzorx6g6,0.9638104034594231
cju15czxqp3lv0835jvhgzurz,0.9682266531314634
cju15jr8jz8sb0855ukmkswkz,0.9807604354056774
cju15l5ubz9yh0855b3ivdpse,0.8815940620305734
cju15mhjczc8z0801kit5c6di,0.9530603005642481
cju15ptjtppz40988odsm9azx,0.9391118026681632
cju15wdt3zla10801odjiw7sy,0.9699809935527149
cju160wshltz10993i1gmqxbe,0.9316505301982481
cju16ach3m1da0993r1dq3sn2,0.980334383993422
cju16b6ynq8e40988m8vx0xnj,0.9373594047413047
cju16d65tzw9d0799ouslsw25,0.9464195874559785
cju16fpvhzypl0799p9phnlx6,0.9607382688584023
cju16jgnyzp970878melv7r25,0.964983888292159
cju16whaj0e7n0855q7b6cjkm,0.9301767224960465
cju171py4qiha0835u8sl59ds,0.9736352669146476
cju175facms5f0993a5tjikvt,0.9763778492205939
cju17bz250pgd0799u1hqkj5u,0.9642036753445635
cju17g6ykn1cs0993dww6qdi8,0.9580627677959689
cju17hw9hr9c5098800fu4u8e,0.9149263292761051
cju17otoe119u0799nqcbl8n1,0.9882467601687301
cju17r8il13910799dr2wme2e,0.9262741217219198
cju17v6ih0u7808783zcbg1jy,0.9825390437367745
cju17x0j4nfc10993y31pvlgs,0.9924212838304083
cju17z0qongpa0993de4boim4,0.963043915906934
cju1819curo000988pd5xcqme,0.9588130107733459
cju183od81ff608017ekzif89,0.9561056105610561
cju1871y11d6r0799k6cw4yze,0.9739055423765366
cju18849rrsgr0988p90hkygb,0.9726069314175481
cju18gzrq18zw0878wbf4ftw6,0.939994191112402
cju18ibp219ub08783i6o98g7,0.9028494123615456
cju18kevfrojc0835bn90f1in,0.9407599851543096
cju1alwgo30z60855fm3y23sm,0.9591909281575486
cju1amqw6p8pw0993d9gc5crl,0.9264812575574365
cju1aqqv02qwz0878a5cyhr67,0.9528682728651873
cju1ats0y372e08011yazcsxm,0.967555946447767
cju1b0y2e396p08558ois175d,0.9124786200371192
cju1b3zgj3d8e0801kpolea6c,0.9502104967723828
cju1b75x63ddl0799sdp0i2j3,0.9601706613125863
cju1bhnfitmge0835ynls0l6b,0.9570182800014595
cju1bm8063nmh07996rsjjemq,0.9468642085329174
cju1brhsj3rls0855a1vgdlen,0.9374871224296369
cju1c0qb4tzi308355wtsnp0y,0.968882930953664
cju1c3218411b08014g9f6gig,0.9723944898743209
cju1c4fcu40hl07992b8gj0c8,0.9458125406812757
cju1c6yfz42md08550zgoz3pw,0.9795889191419678
cju1c8ffau5770835g0g343o8,0.9215948853082206
cju1cbokpuiw70988j4lq1fpi,0.9419673680002907
cju1cdxvz48hw0801i0fjwcnk,0.9524776821510664
cju1cfhyg48bb0799cl5pr2jh,0.9806425512079716
cju1cj3f0qi5n0993ut8f49rj,0.9783062539711355
cju1cnnziug1l0835yh4ropyg,0.9639540587628342
cju1cqc7n4gpy0855jt246k68,0.943528279602817
cju1csmlc4ht10799b8ymmghg,0.9645137171449933
cju1cu1u2474n0878tt7v4tdr,0.9146685472496474
cju1cvkfwqrec0993wbp1jlzm,0.9503358582249536
cju1cyjb5qtie0993njqne9m3,0.9780068867616319
cju1d31sp4d4k0878r3fr02ul,0.9641887524240466
cju1d50a94qf50855wsowacrc,0.9621755253399258
cju1d96gsv62d09881b3wecw2,0.971078316826344
cju1ddr6p4k5z08780uuuzit2,0.9258218893050354
cju1dfeupuzlw0835gnxip369,0.9684897767700067
cju1dg44i4z3w0801nyz4p6zf,0.9079279582561858
cju1dhfok4mhe0878jlgrag0h,0.9437458958581608
cju1dia8hvc6v098827mgffnm,0.9445848441563198
cju1djtprvd7b0988thwwrg09,0.9519618435268387
cju1dnz61vfp40988e78bkjga,0.945026962252846
cju1dq3x1vgx109889c7wyirg,0.9564414209685222
cju1drnhbrb9409935wi7vkhg,0.9280645383002852
cju1efbr0rqxz09931z0lf4vf,0.9431904256930768
cju1egh885m1l0855ci1lt37c,0.8976227777399359
cju1egx9pvz2n0988eoy8jp23,0.9356449637237351
cju1ejj7dvqfa0835ra184v5m,0.9666958721783045
cju1erep75us208553i4ofwwe,0.9763684510441457
cju1euant5l960878iqj5vvto,0.947708639899096
cju1euuc65wm00799m4sjdnnn,0.9419349218103411
cju1ewnoh5z030855vpex9uzt,0.9557085141403562
cju1expq45zst0855rjqwwj4m,0.9810035135236003
cju1f15k3w4ct0835cmde6ypo,0.9601857028268637
cju1f320ewfyu0988ndz6blh5,0.9362459747337132
cju1f5x1164xv08555654c24r,0.9713160924520594
cju1f79yhsb5w0993txub59ol,0.902027027027027
cju1f8w0t65en0799m9oacq0q,0.9574013157894737
cju1fb9236a110801yvg0fwju,0.9783821831280737
cju1ffnjn6ctm08015perkg37,0.9696910250122609
cju1fj6axwfp30835ukhuzhw9,0.972610981766814
cju1fjsb4sipq09931lvd8e41,0.9513546933998719
cju1fm3id6gl50801r3fok20c,0.8577014724751023
cju1fmsyf6gxb0801cimx2gle,0.9567541805673553
cju1fr4etsmrr09933u4t4aql,0.9792076172614647
cju1ftaji6isw0855108yqcse,0.9591628876979412
cju1fuoa4wmc50835qfd11sp9,0.9716982878297085
cju1fyb1d69et0878muzdak9u,0.962476000307196
cju1g20bdwq6u0835e16xugcd,0.9720501234452881
cju1g4nsb6ngy0799l4ezm8ab,0.9689649063471356
cju1gghyjwxt80835vx0wgxw0,0.9664180993642367
cju1gi7jlwyld0835cdf6g6qz,0.9407572091806709
cju1gkndf6yi10801o1qnje19,0.9393676342931129
cju1gv7106qd008784gk603mg,0.9681172771513828
cju1h5w4wxajx0835mc954kxy,0.9298032459878502
